buying,maint,doors,persons,lug_boot,safety,target
1.7675511715027903,1.828683809372572,0.3690230987148818,1.3912554212407715,0.18786293520553024,-1.7714603158196355e-05,3
1.2295374888029154,1.3266355706197765,2.89521714489504,1.9772763570713752,1.601592541739194,0.778868979637394,1
1.1205846466379763,1.478550662465525,1.656637819789468,0.9685125919063519,0.04061623734232502,2.9242827783380836,0
1.3756500432924932,1.511940688180638,0.9932002514604211,1.9236279424708216,0.85111016501817,2.356448687984102,2
1.2619752123629515,0.36424645967396424,1.075762691812,1.9296946623054174,0.9236372606117799,1.167223042500836,2
1.767619377602105,-0.39080542331449153,1.2688204513412358,1.6909321382252755,1.1083874842465882,0.34800251305948615,2
-1.2247286764098853,-0.13888711050246408,0.7654977083554984,1.1973033129512571,0.6248058128209103,0.984074531786418,2
0.554736372198565,-0.0632133971187252,1.9433000283686563,2.0872177268956738,0.39176131604266345,1.2792493319136813,2
0.9344713031655177,0.009378620052315307,0.4124942039129307,1.6322604567547312,-0.3018634966846253,-0.0997198083943994,0
2.2819779917888816,3.1582550053006666,2.3886017663819015,0.8352490689019315,0.8623123023095041,1.0168421700955175,0
-0.39166299060152265,0.9552189861461944,-0.18855040993036573,0.9207601682241606,0.5956494861938773,1.4566266761319269,2
2.5191613447624683,1.763163729191573,2.68381859986089,1.345366050428307,0.161940587006924,-0.2937073637021086,2
2.990929315174256,-0.9033208139695778,-0.3640561508749455,0.4920815740969006,0.5364443253472658,1.4877983779442914,2
1.368213157184201,0.407556731030706,1.8362870558526865,1.2670192327044676,0.5018095814094469,1.5831683068884828,0
2.3153484000200795,2.4398696203059105,2.536473039033875,0.1377319933411212,0.038344129048981074,0.6759836999587399,2
2.217555561717743,2.469369706255698,-0.13870324667446407,2.9488395283638047,1.3995647173474224,0.646259088176525,2
2.4164137678214597,0.10483248792469177,2.356356712667234,0.8874789740809664,1.824397110248985,2.1468759778060384,2
2.328497118443156,1.934543704352046,4.36186825442726,1.0651011451308257,-0.005214267777413613,-5.478737459157533e-06,3
1.5579929563006183,1.4470555925738793,0.8432436248093595,1.0368753859492033,1.9808227635198623,0.10043325770124077,0
0.9968233087187245,0.6621131463160543,2.5164439902003704,1.9780106453725936,1.5928593621595588,0.7565448980953413,0
1.2696326584454207,1.334828597025196,1.957413115017561,1.4134348733585644,1.2538820233544568,-1.267342541614263e-05,3
0.03157002324053394,-0.25114308083647174,1.7021401876210638,1.0628701332682833,1.1972299597244784,0.5923092483144562,0
0.581168216284698,0.9794809098984133,1.1902277868585864,1.8516958348575367,1.4843875359698335,1.6335003791255323,0
2.531012469038212,1.4434974160781102,2.59390132903403,0.8503139401033989,0.14083281047945764,-4.522478287841513e-05,3
0.8099993214692831,0.6720461844684589,1.6014907769639966,1.7392333805154088,1.6751003215284768,0.24576885773468218,0
4.156875782514806,3.5015902841850544,1.8410472715418449,2.1868902315172796,0.15864697909909273,0.6040673622319852,0
2.4205268535749997,0.4839174598102674,0.5916961550939639,0.27937472347114883,0.38697067546024,2.93515561918555,2
1.9666310373311982,0.774084538476478,1.1183329067162062,2.019391708645766,-0.08902308206029187,3.392713872867795e-05,3
2.713114664277348,-0.43506357004093055,1.1700049115575604,-1.1259904349989804,0.6253944243236842,1.589799266273603,2
1.421414782157259,0.603471231914917,3.096121954978525,1.6278578212541486,1.5017708054578065,1.4568790705200352,0
2.5773309374380142,-0.38992872154055747,3.2268921903207906,2.056998921302802,-1.240176814388764,-0.6809681571856939,0
1.1477074755750583,2.01990809028544,2.883865986357404,0.5863654493947611,0.9033612941070941,0.9000002426574246,0
3.272015075866599,0.31266738595198873,1.0418137684620672,0.9477656070495748,1.564965809715282,2.170172421620658,2
1.1836264258408422,2.8762157841471825,1.8170894620620377,2.3349418396647588,-0.4109341335605193,1.798001535250254,2
1.5858420372003725,1.602285540437453,2.2574716582262435,1.244538255737891,0.7059967108823494,2.179988596754982,0
2.989833834669618,2.685937955900217,0.2526107869263532,-0.7942255458497776,1.5654752874601496,2.5261025685968987,2
2.2578790339392185,0.6947155727560771,3.6124592598080847,0.9942667098658599,0.4247771054167635,1.58391012218184,2
1.3399072312496167,2.210590001565086,0.9396138374623917,0.4355535008586767,1.2110612852931668,0.9582892832638956,2
1.9768472083878779,2.1328939058906933,1.385906112979893,1.4002216419925222,0.9680450620512663,0.9019204251846582,2
2.0725395906202326,3.0433301611779937,1.4856611694700217,1.0498055383794853,0.2561704090202906,0.33153725227650477,2
2.4159843299261783,2.057778225350191,3.5469393010035,1.424841241886714,1.9531672488745846,0.4657633668866397,0
1.0609525653426513,1.529784991476863,0.8077505664547799,1.692407900556602,-0.20030388878234967,1.9373826051246381,2
-1.7009849164141781,0.9693525237917986,1.064887853671069,-1.5681699063791095,2.009758992933419,-0.012739619690781091,2
