top_left_square,top_middle_square,top_right_square,middle_left_square,middle_middle_square,middle_right_square,bottom_left_square,bottom_middle_square,bottom_right_square,target
0.6463784767657953,1.0331913862156814,1.0870654991028754,1.0631579545482714,1.283935679976485,1.0654345314579832,0.5461897926495476,0.6382312734613267,1.652390197459054,1
1.3564983712950276,1.3288472294312152,-0.8669276036304553,2.2257424666106513,1.801954388215187,0.7671838417694662,2.3791675866988617,1.6668896550927021,1.120530273326465,1
2.063171031116647,2.032369016904232,1.4258244102542745,2.3224945433803486,0.9722964652608826,2.48027454145896,1.6281422329841986,0.9697061618968575,1.2044030561806134,0
0.6086262906883784,0.7888412205987614,1.9021193662131815,1.0492971144673229,2.596796259421653,1.0138866670054234,0.9351923546294313,1.2518077323424868,1.4176846559160694,1
1.0208088123392178,1.425533509634621,1.286234509211218,2.9767453206728796,0.5251650473696814,1.1680103880786366,1.406128372041018,1.2846706014807299,-0.18396321906067123,0
0.8722568682186641,0.16027389846441548,1.5565093415303952,0.6350939542987848,2.931697722875768,2.748604722393225,1.7458066660788032,0.5111404625825196,1.8348778943379607,1
1.6371761780351017,0.3868451184683947,1.0816161166570697,0.9579842057696917,1.456532986051038,1.0223155723296284,0.34280819340184315,2.0314621111185924,1.639154872628324,1
1.612636646337337,1.3593202058617564,0.587611395771975,1.138061553974723,1.4949326617402443,1.388686489860519,0.42080626552740086,0.5792790823812133,0.30689547864222533,1
0.7704088627729937,1.0193507391703556,0.8315043356841408,2.347196416453297,0.44142777079544876,1.7910187197847942,0.7245307415203592,1.9399288896370894,0.9649670855702399,0
1.5228550677021029,0.6513022496341512,0.5270880369145875,2.4284035083838553,0.12327125770309152,2.853488058345979,0.4964274745678341,1.3756439165783916,1.8727416159233927,0
0.5816817816833135,1.0693996654145275,1.2852502245359483,1.2034635689521898,2.2752474037897743,1.2729930099385371,1.1595416371685583,0.8795617588785131,-0.21785400378784806,1
0.8188915764908623,2.177325628339603,0.630927309775539,1.5301419602721624,1.3456961154449456,0.7560552942485925,0.5210933226161844,1.1641613982899652,2.41020185658183,1
