Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,target
1.9772927699806584,3.5240003233902217,2.828281529579727,1.403739949807523,4.180400423263673,3.6932049492681287,2.973237824904045,0
4.034338359425756,2.350369853552885,4.144762398651861,2.242625035228423,2.4242678481545017,2.8712103055069016,2.2329646248664745,0
3.288818600440712,3.063447138480548,3.176104305039459,3.0517642760002452,3.4796982867640196,3.2480295516993456,-1.3428627369652477,0
1.333881986788393,3.942570117790821,3.361080252286244,1.767754677549484,3.4524553104658358,1.4723287227492379,2.7583553666176295,0
1.8091658237740276,2.296219415883548,2.1387565059304885,3.445830487997433,3.139465043442183,2.4207353542135697,1.5014007551154624,0
2.950294732446246,3.461735199397447,3.81169199928658,3.102222480197104,2.443402875565254,2.3427883789926245,0.10722944435896968,0
3.5527482888040436,3.6107962956087647,1.997029881301508,3.244768071434082,3.7743030644007063,2.793178940499247,2.672541047384105,0
1.6705518322455946,1.0358932646088856,0.9377546420711151,1.7960988220033383,1.4533370370815404,1.1846202011173539,0.6120235680365632,1
2.007987472787896,0.4320020966522201,1.8098809384682482,0.7594062720224547,3.0329673223216527,0.6740376516640006,0.5422258039605213,1
1.2786332773733555,1.2660472113940278,2.145439445807865,3.3798368581377844,1.5499055688438153,1.635730726682872,1.8016825595551926,1
3.1889321862819426,3.8452986805532854,3.6718679091700657,2.4787137602059865,3.742696765551558,2.142213129188952,1.3723246182261926,0
1.165821726072718,1.309301639651939,0.647403172075955,3.0227738466879868,1.9609181518364778,1.6751478147997974,4.043632523097086,1
3.1397204274994523,4.298170196851001,1.9982378939348677,2.076801425673932,4.223206814050008,2.7203903159035927,2.1521266745487804,0
2.3397016740266983,3.724716833213798,2.623891100842183,2.419349314127038,3.0036361913196408,2.0794843529912557,0.6652450859483333,0
1.9753195297936765,4.257491906241943,2.9541332313423854,2.5821798991515923,3.5003218541645067,1.8518915522556634,0.4588133232731405,0
1.356107002469841,1.7933680310818438,1.4402344696383969,2.5689740760096096,2.905556496422978,1.5345469501821667,1.9296315574055258,1
1.9496365778991054,2.307192031447224,1.7050658413311777,1.3595862827125755,2.3457609007389166,1.5223715968415013,2.6739938654330224,1
1.5998042363103755,2.36392130999102,2.9679911794706326,2.960701032660915,3.5315194967254437,1.1888031942667743,2.060694125222903,0
2.0110667550397223,3.3279432339578237,2.6087519392076275,1.3290416872271391,2.6687742528025895,3.115903230735998,2.6709984216578384,0
0.893176940426391,2.0606823994965033,0.19915073318227458,2.9024659784321503,2.9426871006023663,0.8992953124087959,3.8138864972680753,1
2.132209787743873,2.68237312953453,2.407084115321057,3.1845593775855106,3.4848467451353873,2.8446562100829547,2.6417120038628834,0
2.7923527779248714,3.5170323426073113,2.605435099411538,1.5947501198095344,3.531273304480835,1.8483380905624338,0.36778644021801915,0
2.9054352429694283,2.167443149469756,1.9942208449708603,2.213883976610106,3.4716801471412695,2.2697584596274147,1.7492459031272967,0
2.4786777920974576,2.6407845357127737,2.4492776017033315,1.5984272562347122,1.9127732828136306,2.8651593890710805,2.2267469223347236,0
1.4315225594730998,1.9271888663695307,0.6591437481149156,2.884137919125439,3.4547774560710787,1.4372607615019544,3.0480664496829877,1
0.8470973112212146,1.5464239725129112,0.3936442922115703,2.048737195595474,3.0384042151404094,1.7217178256627594,1.1724711741196912,1
2.3387067743632244,1.441257002540694,0.5106325215497435,2.5730468303424274,2.4880806390888726,1.2810299127181857,2.335560136148736,1
